---START---
71.00, 82.80, -1.96, 18.12, -0.03, -0.01, 0.01, 4.31, 
202.00, 84.05, -1.70, 19.03, -0.09, -0.02, -0.05, 4.29, 
-199.00, 84.84, -2.02, 27.27, -0.06, 0.09, 0.07, 4.23, 
-116.00, 77.89, -3.13, 61.03, -0.10, 0.01, -0.05, 4.21, 
84.00, 78.44, -2.37, 44.90, -0.05, -0.01, -0.03, 4.27, 
-89.00, 82.51, -3.01, 35.17, -0.16, 0.07, -0.05, 4.28, 
222.00, 78.35, -3.36, 46.19, -0.09, 0.02, -0.14, 4.29, 
-102.00, 85.31, -1.93, -0.06, -0.75, -0.55, 0.23, 4.29, 
244.00, 77.89, -5.03, 23.36, -0.55, -0.36, -0.04, 4.37, 
97.00, 85.17, -5.12, -10.26, 0.18, 0.09, 0.55, 4.31, 
16.00, 77.07, -8.48, 10.70, -0.28, 0.02, 0.02, 4.41, 
78.00, 76.81, -8.42, 22.95, -0.30, -0.27, 0.06, 4.41, 
53.00, 76.86, -9.12, 16.25, 0.01, -0.01, 0.16, 4.42, 
141.00, 74.64, -12.39, 20.11, 0.27, 0.05, 0.10, 4.41, 
14.00, 78.03, -11.63, 10.00, -0.27, -0.15, -0.15, 4.39, 
75.00, 74.50, -13.65, 17.04, -0.06, -0.05, -0.07, 4.38, 
44.00, 75.05, -13.59, 12.19, 0.20, 0.25, 0.13, 4.36, 
-156.00, 74.20, -14.24, 18.39, 0.04, -0.12, 0.17, 4.36, 
72.00, 69.47, -15.29, 20.52, -0.72, -0.10, -0.19, 4.32, 
-213.00, 73.56, -14.47, 12.22, -0.09, -0.27, 0.29, 4.31, 
-204.00, 59.82, -7.02, 60.80, 1.67, 0.94, -0.85, 4.00, 
-216.00, 52.25, -6.58, 70.97, 1.41, 0.22, -1.08, 4.01, 
-232.00, 46.84, -5.99, 75.86, 0.96, -0.04, 0.30, 4.00, 
-190.00, 49.06, -9.38, 81.15, 0.53, -0.09, 0.23, 3.98, 
253.00, 38.83, -12.57, 78.84, 0.59, 0.10, 0.07, 4.01, 
-26.00, 46.00, -18.42, 24.96, 0.77, 0.07, -0.21, 3.98, 
-139.00, 42.69, -18.62, 67.11, 0.84, 0.47, -0.69, 4.07, 
24.00, 24.42, -16.40, 65.74, -0.44, 0.15, -0.94, 4.04, 
163.00, 25.50, -15.38, 47.65, -0.79, 0.46, 0.41, 4.08, 
249.00, 27.05, -5.44, 35.49, -1.83, 0.33, -0.22, 4.03, 
62.00, 31.26, 1.20, 18.71, -0.94, -1.22, 0.28, 3.98, 
-156.00, 30.12, 4.97, 44.17, -0.61, -1.10, 0.31, 4.07, 
207.00, 27.52, 5.29, 20.46, 0.28, -0.51, 0.33, 4.03, 
21.00, 36.38, -0.47, 20.72, 1.04, 1.29, 0.31, 4.01, 
83.00, 30.01, -2.95, 45.86, 0.29, 0.36, 0.08, 4.07, 
-216.00, 27.99, -6.93, 49.90, 0.77, 0.85, 0.33, 4.06, 
-4.00, 22.29, -12.74, 60.98, 0.25, -1.32, 0.27, 4.01, 
-105.00, 29.22, -14.21, 46.42, 0.16, 0.01, -1.62, 4.07, 
-39.00, 26.88, -8.27, 55.01, -0.55, -0.63, 0.38, 4.06, 
-173.00, 28.78, -10.23, 51.77, -0.77, -0.16, 0.81, 4.06, 
122.00, 22.26, -6.81, 29.79, -0.57, 0.51, -0.70, 4.02, 
-211.00, 28.05, -5.23, 26.31, -0.37, 0.13, 0.16, 4.04, 
119.00, 20.53, -5.17, 72.70, -0.09, -0.82, 0.48, 4.00, 
57.00, 34.36, -6.61, 24.82, -0.43, -0.63, 0.47, 4.05, 
109.00, 34.19, -7.89, 34.70, -0.10, 0.31, -0.16, 4.07, 
-229.00, 33.08, -6.08, 59.19, -0.49, 0.39, -0.04, 4.05, 
87.00, 24.42, -4.68, 71.27, -0.99, 0.05, 0.13, 4.00, 
161.00, 32.78, -1.20, 27.68, -1.56, -0.88, 0.25, 4.06, 
192.00, 38.42, 4.74, 7.89, -4.94, -1.10, 0.92, 4.04, 
-61.00, 42.22, 4.03, -4.82, -5.08, -0.19, 0.40, 4.03, 
83.00, 34.30, -12.31, -7.57, -5.08, 0.24, -0.18, 4.07, 
-156.00, 36.38, -29.35, -13.59, -5.08, -0.30, 0.32, 4.06, 
