---START---
-255.00, 62.01, 102.74, -33.01, -7.07, 115.05, -9.40, 3.67, 
-254.00, 51.27, 102.98, -26.69, -7.06, 114.81, -9.42, 3.67, 
-253.00, 51.05, 102.98, -26.48, -7.05, 114.57, -9.43, 3.67, 
-252.00, 51.00, 102.83, -26.23, -7.05, 114.33, -9.45, 3.67, 
-251.00, 50.84, 102.70, -26.34, -7.04, 114.08, -9.46, 3.65, 
-250.00, 50.96, 102.35, -26.26, -7.03, 113.84, -9.48, 3.67, 
-249.00, 50.93, 102.07, -26.32, -7.02, 113.60, -9.49, 3.67, 
-248.00, 50.80, 101.97, -26.21, -7.02, 113.36, -9.51, 3.67, 
-247.00, 50.83, 101.68, -25.90, -7.01, 113.11, -9.53, 3.67, 
-246.00, 50.77, 101.90, -26.12, -7.00, 112.87, -9.54, 3.67, 
-245.00, 50.93, 101.68, -26.52, -6.99, 112.63, -9.56, 3.67, 
-244.00, 51.02, 101.38, -26.05, -6.99, 112.38, -9.57, 3.67, 
-243.00, 51.03, 101.25, -25.84, -6.98, 112.14, -9.59, 3.67, 
-242.00, 50.93, 100.74, -26.15, -6.97, 111.90, -9.61, 3.67, 
-241.00, 50.86, 100.70, -25.89, -6.96, 111.65, -9.62, 3.67, 
-240.00, 51.02, 100.13, -26.24, -6.96, 111.41, -9.64, 3.67, 
-239.00, 50.85, 99.79, -26.44, -6.95, 111.17, -9.65, 3.67, 
-238.00, 50.86, 100.35, -26.44, -6.94, 110.92, -9.67, 3.67, 
-237.00, 50.71, 99.76, -25.84, -6.93, 110.68, -9.69, 3.67, 
-236.00, 50.96, 99.39, -26.40, -6.93, 110.43, -9.70, 3.67, 
-235.00, 50.81, 99.51, -26.42, -6.92, 110.19, -9.72, 3.67, 
-234.00, 50.87, 98.79, -26.58, -6.91, 109.94, -9.73, 3.67, 
-233.00, 50.82, 98.80, -26.80, -6.90, 109.70, -9.75, 3.67, 
-232.00, 50.98, 98.11, -26.35, -6.90, 109.45, -9.77, 3.67, 
-231.00, 51.22, 97.65, -26.59, -6.89, 109.21, -9.78, 3.67, 
-230.00, 51.13, 98.10, -26.85, -6.88, 108.96, -9.80, 3.66, 
-229.00, 51.18, 97.45, -26.45, -6.87, 108.72, -9.82, 3.67, 
-228.00, 51.21, 97.64, -26.42, -6.87, 108.47, -9.83, 3.67, 
-227.00, 51.05, 96.52, -26.39, -6.86, 108.22, -9.85, 3.67, 
-226.00, 51.27, 96.91, -26.51, -6.85, 107.98, -9.86, 3.67, 
-225.00, 51.30, 97.16, -26.34, -6.84, 107.73, -9.88, 3.67, 
-224.00, 51.29, 96.97, -26.74, -6.84, 107.49, -9.90, 3.66, 
-223.00, 51.18, 96.63, -26.43, -6.83, 107.24, -9.91, 3.67, 
