---START---
-255.00, 2.10, 176.10, -25.57, -7.07, 115.05, -9.40, 3.98, 
-254.00, 1.45, 165.14, -20.65, -7.06, 114.81, -9.42, 3.97, 
-253.00, 1.47, 164.67, -20.84, -7.05, 114.57, -9.43, 3.97, 
-252.00, 1.54, 164.55, -20.34, -7.05, 114.33, -9.45, 3.97, 
-251.00, 1.65, 164.21, -20.36, -7.04, 114.08, -9.46, 3.97, 
-250.00, 1.28, 164.06, -19.99, -7.03, 113.84, -9.48, 3.97, 
-249.00, 0.95, 163.69, -20.11, -7.02, 113.60, -9.49, 3.97, 
-248.00, 1.15, 163.54, -20.10, -7.02, 113.36, -9.51, 3.96, 
-247.00, 1.05, 163.32, -20.17, -7.01, 113.11, -9.53, 3.97, 
-246.00, 1.04, 163.46, -20.39, -7.00, 112.87, -9.54, 3.97, 
-245.00, 1.06, 162.79, -20.34, -6.99, 112.63, -9.56, 3.97, 
-244.00, 1.07, 162.75, -20.32, -6.99, 112.38, -9.57, 3.97, 
-243.00, 1.12, 162.45, -20.00, -6.98, 112.14, -9.59, 3.97, 
-242.00, 0.61, 161.98, -20.33, -6.97, 111.90, -9.61, 3.97, 
-241.00, 1.12, 161.78, -20.53, -6.96, 111.65, -9.62, 3.97, 
-240.00, 1.16, 160.99, -20.58, -6.96, 111.41, -9.64, 3.97, 
-239.00, 1.23, 161.15, -20.35, -6.95, 111.17, -9.65, 3.97, 
-238.00, 0.79, 160.56, -20.64, -6.94, 110.92, -9.67, 3.97, 
-237.00, 1.14, 160.39, -20.27, -6.93, 110.68, -9.69, 3.97, 
-236.00, 0.97, 159.88, -20.50, -6.93, 110.43, -9.70, 3.97, 
-235.00, 0.99, 159.69, -20.67, -6.92, 110.19, -9.72, 3.96, 
-234.00, 0.91, 159.93, -20.47, -6.91, 109.94, -9.73, 3.97, 
-233.00, 1.37, 159.50, -20.45, -6.90, 109.70, -9.75, 3.97, 
-232.00, 0.79, 159.54, -20.47, -6.90, 109.45, -9.77, 3.97, 
-231.00, 1.03, 159.24, -19.97, -6.89, 109.21, -9.78, 3.97, 
-230.00, 1.05, 159.33, -20.19, -6.88, 108.96, -9.80, 3.97, 
-229.00, 1.06, 159.33, -20.46, -6.87, 108.72, -9.82, 3.98, 
-228.00, 1.11, 158.51, -19.74, -6.87, 108.47, -9.83, 3.98, 
-227.00, 1.15, 158.63, -20.31, -6.86, 108.22, -9.85, 3.96, 
-226.00, 0.83, 157.76, -20.36, -6.85, 107.98, -9.86, 3.98, 
